	Correlator	Error
0	1.2886440124486705e-12	1.6898713568312708e-14
1	2.5638297064104362e-11	2.492830422769256e-13
2	6.182635814380242e-12	5.822345957423626e-14
3	2.1147662399410537e-12	1.9473383561360745e-14
4	7.258913739060262e-13	6.684651076590049e-15
5	2.566189000231107e-13	2.394852339774568e-15
6	9.197919157540416e-14	8.71014899108334e-16
7	3.33658247972068e-14	3.2454364086002265e-16
8	1.2172873372315454e-14	1.2157498003588825e-16
9	4.47209290737814e-15	4.606917708768689e-17
10	1.6536059063355693e-15	1.7638762180642983e-17
11	6.127731348607766e-16	6.747910553589295e-18
12	2.2740967253441937e-16	2.6122222181188484e-18
13	8.460326139429531e-17	1.018539131226214e-18
14	3.152293815430665e-17	4.0078611777054606e-19
15	1.1764852408480461e-17	1.578091063547303e-19
16	4.398595645544119e-18	6.296255880939913e-20
17	1.6467996147128485e-18	2.5323136159800782e-20
18	6.18589147956137e-19	1.0295507432041006e-20
19	2.316179413282624e-19	4.203298133230214e-21
20	8.676176716588256e-20	1.74878259870815e-21
21	3.2674801192935626e-20	7.418549900654757e-22
22	1.2300869184857554e-20	3.1668468469235387e-22
23	4.6816543757118975e-21	1.3467876784449302e-22
24	1.768271336889801e-21	5.728346840341177e-23
25	6.653643482870473e-22	2.4570926415089564e-23
26	2.4669720985116727e-22	1.0552318013289997e-23
27	9.064507439973773e-23	4.536085483198921e-24
28	3.3824168596099165e-23	2.0052722695912224e-24
29	1.2786178853501596e-23	9.046692889638737e-25
30	4.910373498291604e-24	4.152049151084633e-25
31	2.110685890554983e-24	2.1953725906978095e-25
32	1.4063154798261038e-24	1.70802143257287e-25
