	EffectiveMass	Error
0	0.0	
1	1.3001287871176443	0.0014821900288661655
2	0.9435661718217363	0.0013192411276573542
3	0.9470062006025051	0.0011393807174172941
4	0.9187808029153057	0.0011592261933974916
5	0.9077713540697464	0.001150967342200081
6	0.8979773579414743	0.0011456046827524845
7	0.8937048978803687	0.0011205686877354141
8	0.8882052155057634	0.0012520889106625382
9	0.8836685081798625	0.0012791162581657464
10	0.8815598812458997	0.001332314808376743
11	0.8805421645840219	0.00135399751908333
12	0.8789373906176398	0.0014809834233655565
13	0.8769954931305539	0.0015481567691286138
14	0.8752702332666735	0.0015473721575478172
15	0.8734811425845748	0.0017383992824738506
16	0.8726474666774132	0.0019614490605156434
17	0.8684308678117864	0.0022471546036332566
18	0.8706210952896294	0.002512368279066563
19	0.8710391822539155	0.00270013592262639
20	0.8686973081489137	0.002962349681658054
21	0.8697214997813346	0.0032897239543679584
22	0.8653083706768504	0.0034758654724850175
23	0.8659897050313516	0.003858028655407707
24	0.8688068047692145	0.004670278169975405
25	0.8721710235639849	0.005248560709189339
26	0.8759416318272333	0.005820849528315615
27	0.87200037378219	0.006758589521886155
28	0.877468046229198	0.008080818029683778
29	0.8827371088775406	0.009149861186217799
30	0.8795113366593179	0.010365320687274079
