	Correlator	Error
0	1.519344652363585e-12	1.9584406374374793e-14
1	2.9079662218585666e-11	2.790567072711744e-13
2	7.51182143758839e-12	6.945586536298862e-14
3	2.7278935538522112e-12	2.4630404848361832e-14
4	9.892006774456886e-13	8.91246507139361e-15
5	3.681209994083817e-13	3.3508010445793764e-15
6	1.3840137019965763e-13	1.2747488393715937e-15
7	5.2488867709295506e-14	4.940193996123877e-16
8	1.9989998563120758e-14	1.923109456520482e-16
9	7.652283794866977e-15	7.553472693035839e-17
10	2.9410436504688227e-15	2.9884691454775716e-17
11	1.132222263480883e-15	1.1808523146920855e-17
12	4.36321031424244e-16	4.701048806625446e-18
13	1.68419041820838e-16	1.8796337656859653e-18
14	6.512656305795742e-17	7.569090351379434e-19
15	2.5229357151772456e-17	3.036010246691051e-19
16	9.787972624784208e-18	1.2251834840505185e-19
17	3.8023211087212706e-18	4.9586320703756184e-20
18	1.4811642153900497e-18	2.0255862860353915e-20
19	5.759434867985968e-19	8.338503067421387e-21
20	2.2384623939201077e-19	3.45690957491169e-21
21	8.718403289328517e-20	1.4486042729751605e-21
22	3.3951128426556496e-20	6.1149906628186935e-22
23	1.3268842997873275e-20	2.565218977691185e-22
24	5.179116297363592e-21	1.077402321592423e-22
25	2.0149225588398436e-21	4.573672121054756e-23
26	7.814146564914763e-22	1.9429576986827526e-23
27	3.02427954087002e-22	8.284896464931087e-24
28	1.1726857229529572e-22	3.58872739144746e-24
29	4.539873364459608e-23	1.5824967066625674e-24
30	1.7781111980525747e-23	7.120182910056331e-25
31	7.73763097029545e-24	3.637440427050896e-25
32	5.234990828215621e-24	2.7773351604353938e-25
