	Correlator	Error
0	1.3039056692265917e-12	1.7116981872312826e-14
1	2.571535589065032e-11	2.506587986594717e-13
2	6.52965069141618e-12	6.160641462792584e-14
3	2.319712013702818e-12	2.1413239854962865e-14
4	8.30419073893789e-13	7.678048770004272e-15
5	3.064142637732127e-13	2.8781417038922905e-15
6	1.1481191754217178e-13	1.0970548247169927e-15
7	4.3609559885327664e-14	4.294655064029626e-16
8	1.667018698707548e-14	1.6918391849063918e-16
9	6.4225050538058946e-15	6.744621228979574e-17
10	2.4935026528055293e-15	2.7271440197190975e-17
11	9.705361412622817e-16	1.1055714952246258e-17
12	3.783257430408993e-16	4.5463034956393465e-18
13	1.4794862986832299e-16	1.88915061834677e-18
14	5.797517417664026e-17	7.940703008888851e-19
15	2.276696181993949e-17	3.3426744087591626e-19
16	8.962621372645345e-18	1.4240471407203046e-19
17	3.529471875204976e-18	6.092007374867408e-20
18	1.3947949904120837e-18	2.6493155489258718e-20
19	5.500643098001649e-19	1.1616018871944732e-20
20	2.1752541591806203e-19	5.1638515437305945e-21
21	8.653100377055226e-20	2.3454861291844366e-21
22	3.43674014681579e-20	1.0744926125561681e-21
23	1.378898538371285e-20	4.930158081151227e-22
24	5.4875515968572274e-21	2.2690659277645098e-22
25	2.1700785972756023e-21	1.0452542654624554e-22
26	8.483324449722582e-22	4.819592956504314e-23
27	3.2983161145135916e-22	2.2236034694448978e-23
28	1.3160567892356868e-22	1.0548592187751143e-23
29	5.312802388369419e-23	5.180635352381068e-24
30	2.0915425748818788e-23	2.6243439281777302e-24
31	9.125647903701026e-24	1.5267302769142936e-24
32	6.105699084944728e-24	1.2622224989658019e-24
