	Correlator	Error
0	1.5220838472247536e-12	1.9700632244609772e-14
1	2.891036658586676e-11	2.7885071494548337e-13
2	7.834863514363507e-12	7.283353053865628e-14
3	2.95446905037459e-12	2.683432240832649e-14
4	1.1179383074030068e-12	1.0146376340277413e-14
5	4.348094414831387e-13	3.995087489281927e-15
6	1.7122184239077896e-13	1.5951106667211327e-15
7	6.814091466002518e-14	6.50423983514135e-16
8	2.7258506481723828e-14	2.6665889937967324e-16
9	1.0971959540899117e-14	1.1040366625065746e-16
10	4.438936365169166e-15	4.617755800632757e-17
11	1.799843449165505e-15	1.9345257035543643e-17
12	7.3072880657982675e-16	8.186455823776826e-18
13	2.9726204309823395e-16	3.483192345046546e-18
14	1.2121747889292889e-16	1.49323537188347e-18
15	4.953812657290813e-17	6.375410568352404e-19
16	2.0292334081866894e-17	2.741192793721507e-19
17	8.320022503284818e-18	1.1796073254730522e-19
18	3.4215315141145284e-18	5.1435172314012526e-20
19	1.4050199563060303e-18	2.2693569289711556e-20
20	5.775926567483951e-19	1.0094540308790452e-20
21	2.3770397717588615e-19	4.553595458763927e-21
22	9.776828964477165e-20	2.070879460503448e-21
23	4.039479759693884e-20	9.414166564535611e-22
24	1.6686467833083812e-20	4.289521959338635e-22
25	6.858643000805795e-21	1.9720202631718167e-22
26	2.8017633556575048e-21	9.090619914324031e-23
27	1.1403408529599502e-21	4.203233736495873e-23
28	4.663567624389128e-22	1.985170155343704e-23
29	1.9045843411086203e-22	9.611663843589898e-24
30	7.874059413894138e-23	4.804093187247417e-24
31	3.6264260819586206e-23	2.7325499137341003e-24
32	2.5517615827874995e-23	2.2237805726644896e-24
