	Correlator	Error
0	1.84346879531302e-12	2.3361079418841115e-14
1	3.3370026779518335e-11	3.1660497177696564e-13
2	9.786826902331571e-12	8.901379666572416e-14
3	3.9378300007469425e-12	3.496183078751756e-14
4	1.5820023639170408e-12	1.4012357461291077e-14
5	6.506484780431554e-13	5.820166917990224e-15
6	2.6999833121476713e-13	2.4434621104476818e-15
7	1.1286472502827112e-13	1.0428094929537453e-15
8	4.7353769054594266e-14	4.470762865584965e-16
9	1.9954705828607335e-14	1.9326453955546e-16
10	8.435066053845664e-15	8.398515194699275e-17
11	3.571507859210735e-15	3.6433255619309497e-17
12	1.5136746939543778e-15	1.5899698480168502e-17
13	6.424021772853564e-16	6.961446895768897e-18
14	2.7303492541281586e-16	3.063694912553607e-18
15	1.1621315253794834e-16	1.3421847017061663e-18
16	4.9527849073389294e-17	5.906139691035691e-19
17	2.1135808835340744e-17	2.6043033515654223e-19
18	9.044850576383821e-18	1.1586191812373317e-19
19	3.862826917817915e-18	5.1782754003172657e-20
20	1.6488192394685677e-18	2.3226848454091088e-20
21	7.050282401487526e-19	1.0508248483491256e-20
22	3.0140542047087787e-19	4.776530715699969e-21
23	1.2914464286811543e-19	2.163654869507634e-21
24	5.527580103246525e-20	9.829294718798573e-22
25	2.3624595488967916e-20	4.508600743013993e-22
26	1.0069528733951937e-20	2.0692224223111098e-22
27	4.2883824891296835e-21	9.466426825242397e-23
28	1.828918805116023e-21	4.397438829611484e-23
29	7.794637367247721e-22	2.0795330518387204e-23
30	3.389595185942119e-22	1.0107277901710111e-23
31	1.6469590216141833e-22	5.5919786498549466e-24
32	1.1898094174091032e-22	4.4532253118297916e-24
