	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	1.4956447256972327e-11	2.059088756766387e-11	0.9787992556434161	1.0805368701814309	0.1017376145380147	0.0704867672779061	23	10
