	EffectiveMass
0	11.031204211759393
1	11.031204211759393
2	11.031204211759393
3	11.031204211759393
4	11.031204211759393
5	11.031204211759393
6	11.031204211759393
7	11.031204211759393
8	11.031204211759393
9	11.031218454989164
10	11.031204211759393
11	11.031218454989164
12	11.031204211759393
13	11.031204211759393
14	11.031204211759393
15	11.031204211759393
16	11.031204211759393
17	11.031204211759393
18	11.031204211759393
19	11.031204211759393
20	11.031204211759393
21	11.031204211759393
22	11.031218454989164
23	11.031204211759393
24	11.031204211759393
25	11.031204211759393
26	11.031204211759393
27	11.031204211759393
28	11.031204211759393
29	11.031204211759393
30	11.031204211759393
31	11.031232698236032
32	11.031204211759393
33	11.031204211759393
34	11.031204211759393
35	11.031204211759393
36	11.031204211759393
37	11.031204211759393
38	11.031204211759393
39	11.031204211759393
40	11.031204211759393
41	11.031218454989164
42	11.031204211759393
43	11.031204211759393
44	11.031232698236032
45	11.031204211759393
46	11.031204211759393
47	11.031204211759393
48	11.031218454989164
49	11.031204211759393
50	11.031218454989164
51	11.031204211759393
52	11.031204211759393
53	11.031204211759393
54	11.031204211759393
55	11.031204211759393
56	11.031204211759393
57	11.031204211759393
58	11.031218454989164
59	11.031204211759393
60	11.031204211759393
61	11.031204211759393
62	11.031204211759393
63	11.031204211759393
64	11.031218454989164
65	11.031204211759393
66	11.031204211759393
67	11.031204211759393
68	11.031204211759393
69	11.031218454989164
70	11.031204211759393
71	11.031204211759393
72	11.031204211759393
73	11.031204211759393
74	11.031204211759393
75	11.031204211759393
76	11.031204211759393
77	11.031204211759393
78	11.031204211759393
79	11.031204211759393
80	11.031218454989164
81	11.031204211759393
82	11.031204211759393
83	11.031232698236032
84	11.031204211759393
85	11.031204211759393
86	11.031204211759393
87	11.031218454989164
88	11.031204211759393
89	11.031204211759393
90	11.031204211759393
91	11.031204211759393
92	11.031204211759393
93	11.031204211759393
94	11.031218454989164
95	11.031204211759393
96	11.031204211759393
97	11.031218454989164
98	11.031204211759393
99	11.031204211759393
100	11.031204211759393
101	11.031204211759393
102	11.031204211759393
103	11.031218454989164
104	11.031204211759393
105	11.031204211759393
106	11.031204211759393
107	11.031204211759393
108	11.031204211759393
109	11.031204211759393
110	11.031204211759393
111	11.031204211759393
112	11.031204211759393
113	11.031204211759393
114	11.031204211759393
115	11.031204211759393
116	11.031204211759393
117	11.031204211759393
118	11.031218454989164
119	11.031204211759393
120	11.031218454989164
121	11.031204211759393
122	11.031204211759393
123	11.031204211759393
124	11.031204211759393
125	11.031204211759393
126	11.031232698236032
127	11.031204211759393
128	11.031204211759393
129	11.031204211759393
130	11.031204211759393
131	11.031204211759393
132	11.031204211759393
133	11.031204211759393
134	11.031204211759393
135	11.031204211759393
136	11.031204211759393
137	11.031204211759393
138	11.031204211759393
139	11.031232698236032
140	11.031204211759393
141	11.031204211759393
142	11.031204211759393
143	11.031218454989164
144	11.031204211759393
145	11.031204211759393
146	11.031204211759393
147	11.031204211759393
148	11.031204211759393
149	11.031204211759393
150	11.031204211759393
151	11.031232698236032
152	11.031204211759393
153	11.031204211759393
154	11.031204211759393
155	11.031204211759393
156	11.031204211759393
157	11.031204211759393
158	11.031204211759393
159	11.031204211759393
160	11.031204211759393
161	11.031204211759393
162	11.031204211759393
163	11.031204211759393
164	11.031232698236032
165	11.031204211759393
166	11.031204211759393
167	11.031204211759393
168	11.031204211759393
169	11.031204211759393
170	11.031204211759393
171	11.031218454989164
172	11.031204211759393
173	11.031204211759393
174	11.031204211759393
175	11.031204211759393
176	11.031204211759393
