	Correlator	Error
0	1.3908445071809008e-12	1.8104561946246203e-14
1	2.7181287667710223e-11	2.628248868647476e-13
2	6.769077205257519e-12	6.324676176350145e-14
3	2.3837702190847177e-12	2.176730691043187e-14
4	8.404808336466456e-13	7.667408275779053e-15
5	3.047132937391626e-13	2.812713032176903e-15
6	1.1180919108626619e-13	1.045696419752306e-15
7	4.145492422679442e-14	3.969432693440879e-16
8	1.544711685235381e-14	1.5144651236077777e-16
9	5.7913218354457625e-15	5.832886784363402e-17
10	2.1822333639889325e-15	2.2689916903548252e-17
11	8.239022223600122e-16	8.832095298550836e-18
12	3.1144108580800926e-16	3.471100037387885e-18
13	1.179619689781323e-16	1.3715685944509152e-18
14	4.4779812978599736e-17	5.464922919170754e-19
15	1.7036869979055556e-17	2.1704921445060597e-19
16	6.495584668917266e-18	8.686056088637333e-20
17	2.4794814808886266e-18	3.484413826909164e-20
18	9.487534654065778e-19	1.4120585838926617e-20
19	3.625037013610173e-19	5.784013520729074e-21
20	1.3856093451352795e-19	2.3899702790397774e-21
21	5.3041672780569865e-20	1.0014258481566012e-21
22	2.0304878014530585e-20	4.234029803666883e-22
23	7.807807997627803e-21	1.783476338164993e-22
24	2.999829733220633e-21	7.537033266434e-23
25	1.1463454153810961e-21	3.212005567803955e-23
26	4.355057205844611e-22	1.3695617369128702e-23
27	1.6497839424752648e-22	5.8785277263494546e-24
28	6.265904909558295e-23	2.5721279806804102e-24
29	2.379752771298508e-23	1.1500281327223131e-24
30	9.118837023010984e-24	5.262624231750472e-25
31	3.875043821881748e-24	2.7292046651625574e-25
32	2.5879931901731062e-24	2.1086445678573944e-25
