	Amplitude1	DeltaA1	Amplitude2	DeltaA2	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	2.935230709945692e-11	1.1823783873186648e-12	2.659855932659521e-11	24.604788548208973	0.9826016266518618	0.0025630389152843354	1.2997773823159104	0.03853596100277139	0.3171757556640486	7.9420707877443055	23	5
