	Amplitude1	DeltaA1	Amplitude2	DeltaA2	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	3.171579204381973e-11	1.224544200682661e-12	2.4530639868733225e-11	24.11336357920636	0.9629944774045373	0.0022857766481627424	1.252488082980629	0.03602503073342762	0.2894936055760918	7.248910634008182	23	5
