	Correlator	Error
0	1.674685989415428e-12	2.1339030107567557e-14
1	3.131562337207949e-11	2.977795189990629e-13
2	8.417202674932517e-12	7.689042311329785e-14
3	3.1551078766017047e-12	2.8133124513972937e-14
4	1.1776637692235456e-12	1.0470036848980108e-14
5	4.5008533214484997e-13	4.038352386847595e-15
6	1.7345365676885184e-13	1.5732876041182817e-15
7	6.73164909123353e-14	6.22973981368842e-16
8	2.6212421756256936e-14	2.4766611692767515e-16
9	1.0249505364194908e-14	9.926383156157484e-17
10	4.019525370309389e-15	3.9996314270973375e-17
11	1.57846102161748e-15	1.60771991087725e-17
12	6.203796492327549e-16	6.500325426225682e-18
13	2.4414812527770165e-16	2.6369477323123068e-18
14	9.621773231033683e-17	1.0761322908365671e-18
15	3.7976431442970456e-17	4.373695723529327e-19
16	1.5005181204541645e-17	1.7866245419328507e-19
17	5.936379181318133e-18	7.321294783194903e-20
18	2.354689114067142e-18	3.023636411800762e-20
19	9.321403439175655e-19	1.2551320206510942e-20
20	3.686887795556572e-19	5.2311604451728495e-21
21	1.4612603145595032e-19	2.1985175010421385e-21
22	5.789541971249629e-20	9.300228291592388e-22
23	2.2995487463895234e-20	3.909056709409878e-22
24	9.122487506239002e-21	1.6477265509311044e-22
25	3.613050312343151e-21	7.007727159579152e-23
26	1.4272044036155843e-21	2.9824553153363333e-23
27	5.634058302507271e-22	1.2691924940009952e-23
28	2.2267054167265633e-22	5.480947941629979e-24
29	8.785676306004577e-23	2.4000144020616684e-24
30	3.515859111136622e-23	1.0723495915895228e-24
31	1.5639208823341657e-23	5.424155154749364e-25
32	1.0716508118538035e-23	4.1085385166397095e-25
