	Correlator	Error
0	1.4072694278085657e-12	1.8347723458795395e-14
1	2.7253230707625158e-11	2.642946382705902e-13
2	7.144750617514628e-12	6.692077588265519e-14
3	2.614340046993378e-12	2.393391079917056e-14
4	9.618938592613163e-13	8.807665275342153e-15
5	3.6432813382269807e-13	3.38250950370154e-15
6	1.3994100650820047e-13	1.3194302142359135e-15
7	5.4406305994460437e-14	5.273724752869605e-16
8	2.12745353800143e-14	2.1198630789949047e-16
9	8.376766121573145e-15	8.62458178625599e-17
10	3.3196587500964053e-15	3.5461624019163505e-17
11	1.318690963686411e-15	1.4576348976250237e-17
12	5.246549548778845e-16	6.0670829685968984e-18
13	2.092380611488614e-16	2.543485069751314e-18
14	8.357399645792929e-17	1.0753355881896547e-18
15	3.343285352801362e-17	4.549017604219338e-19
16	1.340155685945551e-17	1.949351748070626e-19
17	5.378116396718871e-18	8.411463439123484e-20
18	2.166564279725286e-18	3.680912832572294e-20
19	8.700778890312333e-19	1.6179789539636985e-20
20	3.5010318489919045e-19	7.255817622901484e-21
21	1.4164970462276125e-19	3.321884867165888e-21
22	5.729117692526685e-20	1.5309500435177535e-21
23	2.344630398021464e-20	7.0500220611462865e-22
24	9.514957381540657e-21	3.2304710677606737e-22
25	3.8447140952748275e-21	1.495206061415842e-22
26	1.5298385805668293e-21	6.940018673310756e-23
27	6.037264990430931e-22	3.2097006740294177e-23
28	2.4288756606974073e-22	1.532352568580642e-23
29	9.915079162355845e-23	7.530334284649066e-24
30	4.125749522489141e-23	3.785817672181851e-24
31	1.9203235336183354e-23	2.2038510409536365e-24
32	1.3408401353973104e-23	1.808552181718643e-24
