	Correlator	Error
0	2.0613499167006088e-12	2.57769604920058e-14
1	3.626849164804067e-11	3.403662222743532e-13
2	1.1122791475691637e-11	9.98073775972286e-14
3	4.630047984754104e-12	4.056848116796987e-14
4	1.9192761608431456e-12	1.67745822177079e-14
5	8.124593812537232e-13	7.167692133033648e-15
6	3.4635671710706797e-13	3.0898853594228594e-15
7	1.485043335954534e-13	1.3510492897001738e-15
8	6.385614423428941e-14	5.931597123144196e-16
9	2.7553406247421984e-14	2.622200485392644e-16
10	1.1915143261104273e-14	1.1635650461596483e-16
11	5.1594284996008835e-15	5.151353440944688e-17
12	2.2357444594044277e-15	2.2905357597862762e-17
13	9.699810164484552e-16	1.021246031640768e-17
14	4.213024499734327e-16	4.574528554161565e-18
15	1.8322384244943911e-16	2.040899465684672e-18
16	7.975819982662674e-17	9.136734171497883e-19
17	3.4758646502620367e-17	4.098758502808637e-19
18	1.5181914797224664e-17	1.850791320817379e-19
19	6.6172074121454584e-18	8.383595235909784e-20
20	2.881468433950637e-18	3.79382933281565e-20
21	1.2566197453237091e-18	1.726178329520927e-20
22	5.4788643440138e-19	7.885323268863926e-21
23	2.3904171479320566e-19	3.6000160864866965e-21
24	1.0419806045015624e-19	1.6533683569098557e-21
25	4.542249553496821e-20	7.636011868233322e-22
26	1.9768239333347465e-20	3.524023786095689e-22
27	8.613866421716574e-21	1.6218406680516768e-22
28	3.755189073231727e-21	7.557285105518917e-23
29	1.6364314579522189e-21	3.581660956182728e-23
30	7.281029070588862e-22	1.7510000214671234e-23
31	3.62461046504209e-22	9.687347705198776e-24
32	2.653285496292981e-22	7.687895894888514e-24
