	Amplitude1	DeltaA1	Amplitude2	DeltaA2	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	1.5483246382813495e-11	1.8444001189903425e-13	-3.5035332171625287e-12	56.39289392032384	2.252116670093159	0.0008761288240562737	2.860754919415561	0.21363429310592869	0.6086382493224017	15.240282317797185	23	5
