	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	4.692000648487433e-08	1.7679235914876873e-07	1.2231351700893953	1.793062651951871	0.5699274818624759	0.33870083776691867	21	8
