	A0_old	DeltaA0_old	A1_old	DeltaA1_old	A0_new	DeltaA0_new	A1_new	DeltaA1_new	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	5.723101625128906e-08	1.318729709310178e-09	3.44962545507975e-08	2.9105961811477712e-09	1.283094924476866e-13	3.226975703514406e-15	1.5096232296966645e-13	1.4585258303761534e-14	1.1781451946992516	0.0018142245327489605	1.4890516625668013	0.02934928748883943	0.31090646786754966	0.02853503275350101	26	5
