A0_old,A1_old,A0_new,A1_new,m0,m1,dm
4.312724543216987e-08,4.036722627394237e-08,7.470018622362869e-14,1.600560461756509e-13,1.2186883234641446,1.5179454855754644,0.2992571621113198
4.314130103670787e-08,4.0246455082635493e-08,7.46800202915096e-14,1.5974111421226634e-13,1.2187652786926106,1.5174254319669513,0.29866015327434065
4.313211157929553e-08,4.038823969234517e-08,7.469167856742178e-14,1.6019756212150287e-13,1.218736426683701,1.5179650785582604,0.2992286518745593
4.311427591747238e-08,4.048151019900865e-08,7.467326722094169e-14,1.6054688479028102e-13,1.2186781791928318,1.5186341039549183,0.2999559247620865
4.311302243200551e-08,4.0292987535649185e-08,7.468539350263883e-14,1.5955773342286143e-13,1.2187107212670332,1.5175443683409235,0.2988336470738904
4.3136094823810527e-08,4.038425660842461e-08,7.465995582697036e-14,1.6018566797006382e-13,1.2187793674607912,1.5179984166534326,0.2992190491926415
4.315935512502958e-08,4.0289186367098346e-08,7.471088103751232e-14,1.6018182249183793e-13,1.2188286451787547,1.5179723896319914,0.2991437444532367
4.3125919518696126e-08,4.033422706703557e-08,7.469247816425636e-14,1.6008703987015194e-13,1.2186851133798642,1.5180529297855272,0.2993678164056631
4.313527203772349e-08,4.029198272737105e-08,7.469097041941118e-14,1.59842721215579e-13,1.218724140690413,1.5176241989643542,0.2989000582739411
4.312717149459722e-08,4.0382836521180126e-08,7.469607751962469e-14,1.6009352232338467e-13,1.2186947644577293,1.5178986055361505,0.2992038410784212
4.312223217788268e-08,4.0369421235505614e-08,7.470725827731439e-14,1.6004767000427892e-13,1.2186754865821425,1.5179576147508007,0.2992821281686582
4.312587234840992e-08,4.038315528065932e-08,7.469509430789263e-14,1.6004958842469046e-13,1.218722709026197,1.5180101990197703,0.2992874899935734
4.313188876600068e-08,4.033646490761308e-08,7.46803803254536e-14,1.599615885219266e-13,1.2187280633152713,1.5176990664955998,0.2989710031803285
4.310493372835847e-08,4.042073433206583e-08,7.469393686484362e-14,1.6008504440686882e-13,1.2186689369452777,1.5183935025768387,0.299724565631561
4.312242552033421e-08,4.04000689887068e-08,7.471154009040132e-14,1.5993296093072708e-13,1.218705237434891,1.5179804936472103,0.29927525621231943
4.3123388415414755e-08,4.0372994457842634e-08,7.470020585097298e-14,1.5995434022443405e-13,1.2187340955292179,1.5181683147453175,0.2994342192160997
4.3129255859837995e-08,4.0395710092432576e-08,7.474668054207399e-14,1.6006179618153942e-13,1.218725483416488,1.5186926309630473,0.2999671475465594
4.312487961787147e-08,4.0313533522649245e-08,7.469237414623949e-14,1.6010504200903134e-13,1.2186908305941757,1.518071984869286,0.29938115427511025
4.300963264865327e-08,4.0361029047835636e-08,7.44449141877921e-14,1.5949114898710953e-13,1.218555151635735,1.5163783855460797,0.2978232339103449
4.3046620612089546e-08,4.022377671767448e-08,7.448661782017567e-14,1.5903874518283296e-13,1.2186533808998055,1.5158903838104272,0.2972370029106216
