	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	8.015500285590796e-08	3.357242039742456e-06	1.0745739230370588	2.125907727835597	1.0513338047985379	0.38097991936356673	21	8
