	A0_old	DeltaA0_old	A1_old	DeltaA1_old	A0_new	DeltaA0_new	A1_new	DeltaA1_new	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	4.9542797732219696e-08	1.5639340214643242e-09	3.7444176048405786e-08	2.818155753152391e-09	1.0825274424047149e-13	3.912109085884128e-15	1.5831287609963164e-13	1.3636374594554997e-14	1.0895339805402802	0.0024749104274542355	1.3846103183268668	0.029073322685106106	0.29507633778658654	0.027846213808362733	26	5
