	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	6.873237350945511e-08	1.6078244814603205e-06	1.0418338756435992	1.9776567899219246	0.9358229142783254	0.3301979490298411	21	8
