	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	9.131831190351047e-08	1.1800027280812121e-05	0.9833838591153261	2.2235046622444434	1.2401208031291175	0.4529707819283024	21	8
