	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	8.036433135235248e-08	3.055994483295835e-06	1.133468058867175	2.1693862322471276	1.0359181733799527	0.3586898897571074	21	8
