	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	1.512254794024667e-08	-4.2894998385692417e-10	3.008180232885639	3.2345678437307765	0.22638761084513734	0.38622980310670507	21	8
