	Correlator	Error
0	2.480198565578449e-09	1.9056767590700934e-11
1	4.522951017487937e-08	3.4567859315193576e-10
2	1.2234207176242657e-08	9.13526587929575e-11
3	4.23332741741437e-09	3.1901967021802496e-11
4	1.4720822743656954e-09	1.1279546956789955e-11
5	5.208370708725099e-10	4.066007440636227e-12
6	1.8580352378219066e-10	1.4999983890151567e-12
7	6.667291093813101e-11	5.568845332196147e-13
8	2.4013641177741524e-11	2.0915557489972766e-13
9	8.664927221973155e-12	7.871206589207949e-14
10	3.1396030378657784e-12	2.9843833039449104e-14
11	1.1398664524625436e-12	1.142198347362031e-14
12	4.1437406010883487e-13	4.3618709107005896e-15
13	1.506595107771168e-13	1.6666501304491983e-15
14	5.457489745421085e-14	6.414045959029642e-16
15	1.9803286340229372e-14	2.499198902560804e-16
16	7.184698951482166e-15	9.8024069910396e-17
17	2.6066646548212567e-15	3.848645294133093e-17
18	9.407233812692812e-16	1.521276841769911e-17
19	3.397450511139063e-16	6.046108309747613e-18
20	1.2296912664414088e-16	2.434850366505268e-18
21	4.4714235898743324e-17	9.853033974302113e-19
22	1.6290248925526424e-17	3.9771439081516506e-19
23	5.8977068999939755e-18	1.5912102017571444e-19
24	2.1283167953857297e-18	6.477143636567504e-20
25	7.59771947980703e-19	2.6556155618370243e-20
26	2.7007600488108675e-19	1.1038284997551413e-20
27	9.623233524802353e-20	4.6151152558308635e-21
28	3.4631068461791617e-20	1.946165723863352e-21
29	1.22253849594433e-20	8.407841576455507e-22
30	4.3710258361379715e-21	3.6749551256255346e-22
31	1.636401560538809e-21	1.8379951629094246e-22
32	1.0061208662580058e-21	1.4109658600930057e-22
