	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	6.94023141068822e-08	1.2075725816414886e-06	1.1575064571004339	2.0468528382427005	0.8893463811422666	0.33533999213908683	21	8
