	EffectiveMass	Error
0	0.0	
1	3.021530306170184	0.0010220488161796382
2	2.9550153459639983	0.0009383658016299238
3	2.9841497861750805	0.0009261555356855693
4	2.9925692283623793	0.0009473089498635139
5	2.9996419233965708	0.0009925610198839013
6	3.002351951629569	0.0010556255898574694
7	3.005430736073583	0.001206506269342877
8	3.0073422240399914	0.0012840507281544847
9	3.0068845888945854	0.001448223975486979
10	3.006402267084478	0.0016826669828787274
11	3.0087227740932705	0.001838048611583389
12	3.0090201845430395	0.002091967341046101
13	3.0109225309197027	0.0024258173025757837
14	3.0069302302502168	0.0027809796633178614
15	3.0045885652509874	0.0032022585212017445
16	3.0080936179105557	0.003757869328942031
17	3.0128867490044864	0.004623386385919519
18	3.010006385089857	0.005184038380458419
19	3.0029402359390107	0.0063060832684453455
20	3.0088095282823537	0.007638571759090302
21	3.00871397834963	0.009165512873201631
22	3.003438976335677	0.010795037650737402
23	2.9954767090335968	0.012799198504241114
24	3.0316469500530605	0.016835732187931097
25	3.0254973489814208	0.019337525653636688
26	3.0249628680691627	0.024315286043008963
27	3.014770156213284	0.030014841185803404
28	3.0266978740873123	0.03700948628642237
29	3.0609680688410954	0.05093870329672809
30	3.033056017540423	0.0623162565138041
