	Correlator	Error
0	2.179778903368988e-09	1.693452571069946e-11
1	4.081436606891516e-08	3.147950336176433e-10
2	1.0530684230757573e-08	7.94519364423803e-11
3	3.4965278299908094e-09	2.6656372802349094e-11
4	1.170666262265765e-09	9.075214503422375e-12
5	3.996991706294663e-10	3.1573449562563373e-12
6	1.3788068208016193e-10	1.1301779244941107e-12
7	4.7895125558506605e-11	4.077700203782793e-13
8	1.6717109293200892e-11	1.4924756737858499e-13
9	5.851313792115926e-12	5.4857506496888054e-14
10	2.05809645207121e-12	2.036020472215083e-14
11	7.256011492457313e-13	7.638884729220506e-15
12	2.563168332805387e-13	2.8608385984576137e-15
13	9.054108558657665e-14	1.0745162699148474e-15
14	3.184254094264282e-14	4.0767532857048075e-16
15	1.1224858269389527e-14	1.5733610269186324e-16
16	3.955467510214582e-15	6.150682267696717e-17
17	1.398501728615873e-15	2.4061056467644244e-17
18	4.908217194730991e-16	9.46134585993109e-18
19	1.7225266910588336e-16	3.74772866737734e-18
20	6.052525908867577e-17	1.5047880087790136e-18
21	2.1380606824532972e-17	6.076162145506377e-19
22	7.553500883264961e-18	2.4420834961083077e-19
23	2.6480289896189158e-18	9.73821687017771e-20
24	9.258062685147713e-19	3.9565467084518157e-20
25	3.1841222205280984e-19	1.6221942614269844e-20
26	1.0738371371153847e-19	6.706834691508804e-21
27	3.656991197445178e-20	2.8044907768734108e-21
28	1.2591266389813157e-20	1.1796596854994806e-21
29	4.233224411416046e-21	5.118492670174363e-22
30	1.424056682049105e-21	2.265033873044098e-22
31	4.747591849626873e-22	1.136137713100311e-22
32	2.709624321131121e-22	8.769018982922702e-23
