	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	4.794384730396646e-08	2.0573093780345555e-07	1.1723359227564751	1.7724948576991544	0.6001589349426794	0.362737242192907	21	8
