	Correlator	Error
0	2.0451215700241965e-09	1.593401649234089e-11
1	3.894121488909721e-08	3.0081700460055495e-10
2	9.417734459889016e-09	7.125445289674973e-11
3	2.9564109654279686e-09	2.259380538800546e-11
4	9.344505138161732e-10	7.252729024135214e-12
5	3.010789179560731e-10	2.3779611913381895e-12
6	9.796030212268696e-11	8.015176985935037e-13
7	3.208946176385975e-11	2.723426424121611e-13
8	1.0558989955669986e-11	9.384044281841022e-14
9	3.484233807895715e-12	3.2483815503381325e-14
10	1.155277027419469e-12	1.1354514327577414e-14
11	3.8398859681107683e-13	4.01458548738926e-15
12	1.2784841976430652e-13	1.4155827807833163e-15
13	4.257274894334743e-14	5.009108735402979e-16
14	1.4111514311595375e-14	1.7884794706628934e-16
15	4.6910122349290554e-15	6.490949784667903e-17
16	1.5587639611050115e-15	2.388291152905221e-17
17	5.195483351497809e-16	8.790412791014968e-18
18	1.7197714833823673e-16	3.2510416578986107e-18
19	5.699737616441396e-17	1.208048371164884e-18
20	1.892024706202131e-17	4.547749241585419e-19
21	6.305406660998963e-18	1.7247285736157273e-19
22	2.101065548145878e-18	6.537679800994661e-20
23	6.93740404176272e-19	2.4547044073848468e-20
24	2.290040932355499e-19	9.421269397612376e-21
25	7.433194618781714e-20	3.637441558329874e-21
26	2.3591225224972052e-20	1.4126472882827614e-21
27	7.615477195178968e-21	5.522439084258629e-22
28	2.5044108204311512e-21	2.171252897053476e-22
29	7.991694336187546e-22	8.785216454870312e-23
30	2.5309004307626274e-22	3.610720533717914e-23
31	7.941925783343439e-23	1.6786987408565193e-23
32	4.308770785356517e-23	1.2369075465384354e-23
