	Correlator	Error
0	1.822452372950653e-09	1.4336124355282963e-11
1	3.548753882712645e-08	2.763022217403512e-10
2	8.229931289462691e-09	6.286757400890366e-11
3	2.4865414069724688e-09	1.9221718954785842e-11
4	7.589734799634527e-10	5.962747812792865e-12
5	2.3665789332810794e-10	1.893216501113244e-12
6	7.466423871618327e-11	6.210062759340028e-13
7	2.3743498228827374e-11	2.0575754766198495e-13
8	7.59395633477216e-12	6.936367591016905e-14
9	2.438579974224208e-12	2.3562787570757156e-14
10	7.872935766846888e-13	8.105456694982569e-15
11	2.5493340230128593e-13	2.826718751245141e-15
12	8.274157467368705e-14	9.849934705933382e-16
13	2.684582563505425e-14	3.4546953217355723e-16
14	8.660605905589825e-15	1.224970987736714e-16
15	2.805652478170532e-15	4.431331752264231e-17
16	9.077162382408638e-16	1.637838622020817e-17
17	2.9564482370820016e-16	6.062894633965337e-18
18	9.557120461936856e-17	2.255214016630785e-18
19	3.0965794162350365e-17	8.458343936058784e-19
20	1.002248893676954e-17	3.1987177111078517e-19
21	3.2566092233971503e-18	1.2141462056260451e-19
22	1.066702799434673e-18	4.6222661073830046e-20
23	3.4281943110946733e-19	1.7475351352200583e-20
24	1.106486475481412e-19	6.7507614441647764e-21
25	3.448785207812513e-20	2.6394806407378632e-21
26	1.0095954260714949e-20	1.036507927438415e-21
27	3.061202705685225e-21	4.1144838103460386e-22
28	9.713566323759142e-22	1.6340475949322315e-22
29	3.078674669787854e-22	6.655842551929071e-23
30	8.822482307770714e-23	2.7871770912046586e-23
31	2.0517000577822081e-23	1.3180445939699427e-23
32	8.898709945564584e-24	9.83376672207171e-24
