	Correlator	Error
0	2.861412082270301e-09	2.170733759836857e-11
1	5.0669729721040144e-08	3.831082881980164e-10
2	1.4426943433049342e-08	1.064993647699697e-10
3	5.209700888330341e-09	3.879619513076937e-11
4	1.883774814984077e-09	1.4272670086183605e-11
5	6.913269442565783e-10	5.338740007697684e-12
6	2.552609858418401e-10	2.032907449638355e-12
7	9.469856469640844e-11	7.78025622082249e-13
8	3.522875724609897e-11	3.0055318158320696e-13
9	1.3119320413397908e-11	1.1613623274060122e-13
10	4.902372708364388e-12	4.513425263819153e-14
11	1.8350240243236925e-12	1.7688849133759126e-14
12	6.872988493756175e-13	6.919655387769265e-15
13	2.57421767431015e-13	2.7004349165243864e-15
14	9.612546120546082e-14	1.0593254248227181e-15
15	3.5952314802048805e-14	4.1884952326881677e-16
16	1.3439234844608504e-14	1.6624329001281173e-16
17	5.015182292085041e-15	6.614077231414622e-17
18	1.8656277490230304e-15	2.6620817572843865e-17
19	6.949713846233037e-16	1.0772573838021107e-17
20	2.592278788230319e-16	4.407167454143191e-18
21	9.700792070382487e-17	1.8085112069958278e-18
22	3.642141438974464e-17	7.4166065670139105e-19
23	1.3591094567684802e-17	3.019440996246317e-19
24	5.064453171155455e-18	1.2476687150249205e-19
25	1.866976827100563e-18	5.196976738128041e-20
26	6.893087743298127e-19	2.209864541291483e-20
27	2.559117852947388e-19	9.400590994285939e-21
28	9.50513168654103e-20	4.0201535502997954e-21
29	3.497959506726556e-20	1.7427279178282848e-21
30	1.303743175438915e-20	7.659159431196685e-22
31	5.248339049016156e-21	3.868312976430014e-22
32	3.3764822349086377e-21	2.971252107309889e-22
