	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	5.342492681450795e-08	1.644211456883193e-07	1.09372560827532	1.6641262024738213	0.5704005941985012	0.3450513026578544	21	8
