	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	6.053125943479836e-08	7.539127385190236e-07	1.0693487583793408	1.890343698625932	0.8209949402465913	0.35182380543368297	21	8
