jackknife_index	O00_1	O00_2	O00_3	O00_4	O00_5	O01_1	O01_2	O01_3	O01_4	O01_5	O10_1	O10_2	O10_3	O10_4	O10_5
0	0.46297986975002514	0.4655905243729003	0.4701625534366421	0.42242693804751097	0.4749209330996058	-0.17577796443975507	-0.2219891787606989	-0.28408057744398	-0.10980719218662113	-0.2961253518281875	1.2532638015556756	0.72478403884244	0.5627775815499982	2.2199188221021817	0.4254314986009236
1	0.4637372038252856	0.46651723483696966	0.4710881426306575	0.42430022022866876	0.47653779018533304	-0.178960464077767	-0.22469550411865924	-0.28577576179138664	-0.11514126278570504	-0.2993596964331647	1.2327938060204038	0.7042428404534095	0.5501729211768961	2.1749072604051913	0.38412796427474155
2	0.4633712293850943	0.4660757443925618	0.4704951616755591	0.4231233913729908	0.47570090542474247	-0.1730111487985444	-0.22105309583895988	-0.28455943019582325	-0.10962091708942145	-0.29694370729163294	1.2534798411750105	0.7218853755570875	0.5619800838698241	2.2263952103111344	0.412726548362866
3	0.4630021880991239	0.46553392981331276	0.47030470869082325	0.42333272991950177	0.4752356077172867	-0.17550946988126986	-0.22324584451607393	-0.2867554343984567	-0.11336130400046374	-0.29952765065649295	1.2372487102118601	0.7212240425726328	0.5694570604857448	2.1601502076401196	0.4056987621826142
4	0.46432000338956175	0.46735554758380504	0.47257113281373364	0.42660050069488914	0.47931977684867133	-0.18228339216772665	-0.2262488602688528	-0.28941344361905375	-0.11959798235359423	-0.30441747185658	1.1866036016162436	0.6401207577753769	0.45625024918975887	2.0837976726128815	0.24013706128514434
5	0.46323051400881554	0.4658354988175724	0.47042121516532015	0.4229089421204571	0.4751186949403822	-0.17884454827713503	-0.224051561530501	-0.2856444156209931	-0.11189344414125393	-0.2969348899401906	1.2278344994703263	0.711480172087656	0.5618337317988951	2.2058025468991604	0.43305485689899015
6	0.46398236645798085	0.4666927058827706	0.4713620389588332	0.421655751144886	0.47461117881695675	-0.1886608561787228	-0.23049765211957524	-0.2914994659019899	-0.10918871293317106	-0.2967886681400842	1.18799501351867	0.6570022164879531	0.5049475756183572	2.2318495492201875	0.3856301581756419
7	0.4635006467717711	0.46578422378822204	0.47010969357156235	0.42415804061882906	0.4750669844216279	-0.18070250730268195	-0.22321056302331882	-0.2843132065605137	-0.11573737079496993	-0.2973219463488422	1.217520481186053	0.7033278989913314	0.553053850168681	2.1651946667101893	0.3857887637570101
8	0.463396909418572	0.4659165274782724	0.4706127617819591	0.4231543520223483	0.47459791391817713	-0.17555497963889888	-0.2212297726581884	-0.28376822655670403	-0.10957690847219052	-0.293480581459019	1.228152491213442	0.7066549596727767	0.5349795613429017	2.203209586369527	0.44261962233012886
9	0.4628960591400134	0.4653646850764383	0.4696547487507659	0.42257941350440353	0.4744119139810845	-0.17325036113487507	-0.21938480115137618	-0.28076885702061505	-0.1108394682803173	-0.29416573772811566	1.2451785328951788	0.7251740995689153	0.5668592026003277	2.1952494931684288	0.42250925988535304
10	0.46373881982224446	0.46636493270945195	0.4711109520405171	0.4235750057348883	0.4762715882990259	-0.18144495845189712	-0.22509317942379642	-0.2874138992731654	-0.11373711043011885	-0.300513991753218	1.2358046340427662	0.7055511836364038	0.5367093282407678	2.185397306340524	0.3754098471289624
11	0.46343118933517546	0.4660275401361539	0.4705649891562451	0.42354648357358515	0.47529955040006683	-0.17928714898590914	-0.2239339570656155	-0.28544612483803783	-0.11190355971666478	-0.29745388773465076	1.2306490984217628	0.7096784610296013	0.5525539890895247	2.1828472883940684	0.4106065413611427
12	0.46372096474807917	0.46634092485129197	0.47073220549640804	0.4231480857223947	0.4757746586515845	-0.17690578285682573	-0.22275781387062527	-0.28405767220786854	-0.10915150029310816	-0.29681691875082034	1.21964942442159	0.6988523110604657	0.5492569500546097	2.2037282883754563	0.4064665867794329
13	0.46245595882675017	0.46504170677672385	0.4694463129604658	0.4218185070602052	0.47405257936566153	-0.18615498532207886	-0.22913596827916355	-0.2892535854225685	-0.11614437214324949	-0.30111336051135973	1.2556346838020684	0.7393456447257538	0.5899107492246182	2.1928386156546273	0.43654551259539076
14	0.4625286776836931	0.4647831084640066	0.46884408078160894	0.42131937289397514	0.47296037314984213	-0.1690580075351769	-0.21641211236432534	-0.2779701179185425	-0.10527618510176102	-0.2904099011558018	1.2609506027420683	0.7409644852370676	0.5895159315912442	2.264008096462484	0.46642379173267484
15	0.4634234724373771	0.465967905128593	0.47023837691248194	0.4226656590252825	0.47442610558816384	-0.17787523438962613	-0.22346250030506543	-0.283928665354504	-0.11041088562589277	-0.29491371795553545	1.2084888182412987	0.68372657276947	0.5311235676123991	2.1467577118119108	0.38682568259129746
16	0.46319207732927853	0.46567171365356264	0.47006757002038363	0.42239253123824894	0.47389946272938227	-0.1799018052372948	-0.2254146037441453	-0.28730490244261353	-0.11332284798445326	-0.29962587063753504	1.2346301545387275	0.7094118345389575	0.5443134998845587	2.160764288355714	0.3883744240774393
17	0.46271818794824554	0.46557499114077117	0.4704526356000054	0.4228170926485588	0.4754076191608673	-0.17829157865997103	-0.2230631493773778	-0.2852403453287227	-0.11113359975073955	-0.29726572576010113	1.2612839391074546	0.73330178205271	0.5685555481712754	2.2174921969718944	0.4296281984183501
18	0.4645761020021918	0.4674953068076216	0.4724275297043006	0.42541079475683374	0.47835409327948397	-0.2016419469057224	-0.24033915109660797	-0.2998931528874327	-0.12214072741497004	-0.3075241973578264	1.20089732280571	0.657215919887391	0.4779954077693639	2.1333106644448763	0.30253627141404704
19	0.46352806908961713	0.46648140587630293	0.47136042118313565	0.4236543803078427	0.4763728737794157	-0.18707921939753883	-0.22984656833852668	-0.2899876030295304	-0.11642772539714887	-0.3000427057405525	1.2000206215195566	0.6599895542787644	0.49386913799304955	2.1289625692992953	0.3071795200136074
20	0.46370212245924713	0.4665005454642105	0.4709400321363955	0.42374395785360097	0.4761983956071963	-0.17671519811083344	-0.22450256439189403	-0.2862144673032614	-0.112729228649813	-0.29931490574451375	1.233943717681698	0.7028023551916551	0.538419907543156	2.2008502051922574	0.3955246418399653
21	0.4634022932977358	0.46603462384764816	0.4704689110650789	0.42371800835677004	0.47572896537142284	-0.17323200611736833	-0.22044013100449364	-0.2830180132991495	-0.11195961167576113	-0.29463334611067316	1.2104630177383784	0.6922492978370953	0.5441514106470008	2.1528414396992472	0.38685231343719223
22	0.4631542637957119	0.4655658067840202	0.4696613741837991	0.42266864615629085	0.4742840208628367	-0.1844558952083932	-0.22469657079673544	-0.2822708091757843	-0.11099489846594185	-0.2942545352755005	1.2243990069092487	0.7105756270853778	0.5653196357583761	2.1754551962259563	0.41223034447886564
23	0.4625748123227489	0.4651913666502665	0.46997411743034867	0.42234323410924085	0.4747850249374636	-0.17179419808827046	-0.21902154967535775	-0.282305351783191	-0.11001082956476158	-0.29508224084194273	1.2578301679374118	0.7298023643040782	0.563319815639582	2.213149268649135	0.42063906544191165
24	0.46353177779513377	0.4658700437922118	0.46997141964692213	0.4234934619712899	0.4744897785970824	-0.17160576163396457	-0.217932007090349	-0.2798400109458993	-0.11130334595771191	-0.2928063727157595	1.2310173811529643	0.7087082299820594	0.5542815400866332	2.1686425783538863	0.4110690594831869
25	0.46368650521165306	0.46608394791185626	0.47022683088966827	0.42361429967708464	0.47553115180233385	-0.17757762706512276	-0.22226263525451215	-0.2827730771865364	-0.11220668836102159	-0.2970766575988435	1.224369189783833	0.705054346528853	0.5582109200635823	2.149057352883494	0.37810415415280524
26	0.4645024085742434	0.46724229545629026	0.47146450838243387	0.4234779781660337	0.47601992741473015	-0.18265869508877797	-0.22799726861959174	-0.28990954319458173	-0.10830388010266695	-0.2983022268594883	1.2282020568108907	0.7105481305967943	0.5791358041833462	2.215323884356927	0.4246006218788237
27	0.4637915967323855	0.4665363476706995	0.47125531079113775	0.4216429207213941	0.47443636798417455	-0.17637128849953915	-0.22638480679235568	-0.28929090266876556	-0.10892868746872938	-0.2983815185938451	1.225194924346336	0.6898105428163748	0.5159528160405742	2.2174053238154707	0.4151619884503832
28	0.46300355553592626	0.4655174628139913	0.4702717315286305	0.42203120143917683	0.4734947372630825	-0.17558046356762663	-0.22175484925213904	-0.28390950349628646	-0.11129879309879351	-0.29577147073122184	1.2220735902127446	0.6963638149903424	0.5348673734892836	2.174317613874178	0.4002236296629521
29	0.46260371456175703	0.46530195985958445	0.4699575572889279	0.4231264060101001	0.4744457873230382	-0.1721050449188235	-0.2194343149380815	-0.2828235417059524	-0.1113571350713632	-0.29388107622042586	1.2442935249179703	0.7186582675004985	0.5642367216097784	2.18416657633993	0.4269999088305275
30	0.46378460843848673	0.4665854747733585	0.47139040104348945	0.4251787403205935	0.47753991281465213	-0.18076700826593411	-0.2268561267303133	-0.2891645389760389	-0.11850509132933766	-0.30323585330612696	1.2150006449185444	0.6903143014508378	0.5338874354146885	2.121993520358171	0.3480145920491842
31	0.46351137566322376	0.4662832815234933	0.47092818768136924	0.4231793142748683	0.47578694327652243	-0.17896432906830423	-0.2247781836762147	-0.28672383580642957	-0.11019635033964087	-0.29794095151723465	1.2173945415686749	0.6892351802007304	0.5257027548166309	2.1825470131399545	0.3884914392339489
