# Excited combined fit results
# ensemble: C1
# cmass: 0.300
# FF: V
# use_disp: True
# frozen: True
# reg_low: 4
# reg_up: 15
# chi2: 46.36082174940214
# ndof: 40
# chi2/dof: 1.1590205437350536
# pvalue: 0.22653620497286364
nsq	O00	dO00	O01	dO01	O10	dO10
1	0.5311038435731917	0.014236115131455668	-0.43986041191099984	0.0880876359807888	0.5922460164601165	0.1178608343993824
2	0.510250472353773	0.014614282618262055	-0.3361773846200309	0.06640153451154342	0.5485139507681208	0.13008329706492847
3	0.4800530299954525	0.018234217648269824	-0.28825506743229257	0.06038800863814466	0.5889618329910411	0.17456012076535288
4	0.4610556785779254	0.023657526638529484	-0.24588717217506967	0.060572069181929984	0.5081991809646734	0.256991446086312
5	0.41631570750548	0.02395318740381645	-0.18967738500853296	0.05191754434322684	0.5628120550956414	0.29090455801207893
