Ensemble,FF,chi2,dof,pvalue,c0,c0_err,c1,c1_err,c2,c2_err,phys_central_nsq1,phys_err_nsq1,phys_central_nsq2,phys_err_nsq2,phys_central_nsq3,phys_err_nsq3,phys_central_nsq4,phys_err_nsq4,phys_central_nsq5,phys_err_nsq5
F1S,V,29.113865852639197,6,5.789127212274536e-05,1.3040373337616329,0.13844713908664757,-0.6227037461782574,0.18501127868917497,-0.008358847752012951,0.003795318431641382,0.8182969706022574,0.01936732324978732,0.8036747674378734,0.020530156498548273,0.7891479008397332,0.022091075308013464,0.7748159392687393,0.023971179399358486,0.7604675513956249,0.026106988224020067
