Ensemble,FF,chi2,dof,pvalue,c0,c0_err,c1,c1_err,c2,c2_err,c3,c3_err,phys_central_nsq1,phys_err_nsq1,phys_central_nsq2,phys_err_nsq2,phys_central_nsq3,phys_err_nsq3,phys_central_nsq4,phys_err_nsq4,phys_central_nsq5,phys_err_nsq5
F1S,A0,5.298982791378086,6,0.5060771789402392,0.1739964086719127,0.04215345901693139,0.21194282792722322,0.05533560398618647,-0.036914942479068895,0.00580706949490432,0.03345325110131131,0.007152622301295372,0.3405145688390434,0.00474132727841729,0.3496157667835386,0.008087326776390059,0.36137727329868985,0.01209963895841735,0.37322691049573337,0.016112465319271237,0.38967826681645007,0.021065132747282795
