	EffectiveMass
0	0.4418164062500013
1	0.44206420898437626
2	0.44464172363281373
3	0.4428356933593762
4	0.4407336425781263
5	0.4422894287109388
6	0.4413800048828137
7	0.4414459228515637
8	0.44283935546875125
9	0.44122863769531373
10	0.4403710937500013
11	0.4415454101562512
12	0.44205932617187627
13	0.44286865234375133
14	0.4420721435546888
15	0.4432885742187513
16	0.44288696289062635
17	0.43984680175781377
18	0.4421234130859387
19	0.4409735107421888
20	0.4424194335937513
21	0.4415478515625012
22	0.4411114501953137
23	0.4399249267578138
24	0.44232910156250127
25	0.4414605712890638
26	0.4415502929687512
27	0.44041503906250123
28	0.4419787597656263
29	0.44194152832031375
30	0.4411517333984387
31	0.44253234863281377
32	0.44125061035156377
33	0.44252624511718885
34	0.44166320800781367
35	0.44246459960937623
36	0.4400726318359387
37	0.4424414062500013
38	0.44365051269531375
39	0.44125427246093873
40	0.4415057373046888
41	0.44141906738281367
42	0.4428253173828137
43	0.44208923339843875
44	0.4411651611328137
45	0.44003906250000124
46	0.44114807128906375
47	0.4424420166015638
48	0.4397985839843762
49	0.44192504882812633
50	0.4439739990234388
51	0.4424432373046888
52	0.4423107910156263
53	0.4440911865234388
54	0.44243347167968883
55	0.4403424072265638
56	0.44256164550781374
57	0.44239929199218886
58	0.4426007080078137
59	0.4393548583984388
60	0.44107238769531376
61	0.44213073730468877
62	0.44125549316406376
63	0.44344726562500136
64	0.4425500488281263
65	0.4424591064453137
66	0.44294921875000126
67	0.4415216064453137
68	0.4426910400390638
69	0.4416387939453137
70	0.4425317382812513
71	0.4413232421875012
72	0.4422705078125013
73	0.4415313720703137
74	0.4418591308593762
75	0.4422601318359387
76	0.4406787109375012
77	0.44155578613281365
78	0.4417114257812513
79	0.44296813964843884
80	0.44142883300781366
81	0.4415985107421888
82	0.44003479003906376
83	0.44085754394531373
84	0.4419390869140638
85	0.44025390625000127
86	0.4436975097656264
87	0.4429455566406263
88	0.4431188964843763
89	0.4410681152343763
90	0.4416534423828137
91	0.4430822753906263
92	0.4412268066406263
93	0.4420104980468762
94	0.44193542480468884
95	0.4422705078125013
96	0.4405242919921888
97	0.44136718750000126
