	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	2.893319151250078e-11	1.4148349900189163e-11	0.9147969664583149	1.140271210781078	0.225474244322763	0.11815791244036103	23	10
