	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	2.6383987124561763e-11	-1.137775202885372e-11	2.264404587656536	2.2854619919966734	0.021057404340137382	0.015791152640458498	23	10
