	Correlator	Error
0	1.8337858335620617e-12	2.7195768028747885e-14
1	3.315817078174321e-11	3.6012149171946813e-13
2	9.31426646962286e-12	9.610984744846609e-14
3	3.6188349220827317e-12	3.6806668353746394e-14
4	1.3950522281283925e-12	1.4262470062335698e-14
5	5.480188542808533e-13	5.633609835952786e-15
6	2.1627137764454775e-13	2.2496005527354983e-15
7	8.575208223586421e-14	9.052284664758264e-16
8	3.4118452437406344e-14	3.656541968429611e-16
9	1.3610786276467669e-14	1.4783110008958785e-16
10	5.440002264086804e-15	6.004277160177352e-17
11	2.17428550513119e-15	2.4514085245928426e-17
12	8.689819010489224e-16	9.991962892377261e-18
13	3.4771728982692806e-16	4.105253858675685e-18
14	1.393066617282292e-16	1.699645359665849e-18
15	5.595095031507719e-17	7.059365231142989e-19
16	2.2461635116989315e-17	2.9361766869005854e-19
17	9.020669905932082e-18	1.2238867229986524e-19
18	3.622636160910786e-18	5.1210665311604455e-20
19	1.4541833938539064e-18	2.1461532946936865e-20
20	5.826441587736981e-19	8.95096683921156e-21
21	2.333120700823839e-19	3.743936041976436e-21
22	9.350099512539218e-20	1.5776757058196478e-21
23	3.757307183575775e-20	6.681132565532795e-22
24	1.5099682455596936e-20	2.8328983355871066e-22
25	6.071689124629655e-21	1.2012613818819424e-22
26	2.444365613109357e-21	5.1313887582769226e-23
27	9.814003500553873e-22	2.220251587914807e-23
28	3.9470444316785006e-22	9.68409924739723e-24
29	1.5878545484173813e-22	4.209716624064444e-24
30	6.475717465541394e-23	1.8625741956521328e-24
31	2.91056243798311e-23	9.347824459722002e-25
32	2.0076830576894968e-23	6.948575008636994e-25
