	Correlator	Error
0	1.5227463929266292e-13	2.3574032608553333e-15
1	1.5748351786016518e-12	1.750346546719451e-14
2	1.5579228480068148e-13	1.6497732853344098e-15
3	1.711378299046227e-14	1.7756444976693468e-16
4	1.8245498560868926e-15	1.887782184386023e-17
5	1.9400798990673314e-16	2.0088904480297798e-18
6	2.0506923406405715e-17	2.1388606118088016e-19
7	2.1624084064123146e-18	2.2837279941090745e-20
8	2.2780495420211317e-19	2.4302440671405084e-21
9	2.3969005263526388e-20	2.5804934789799203e-22
10	2.5213856827005903e-21	2.747580910903068e-23
11	2.6487015199572767e-22	2.9461782788029812e-24
12	2.780520148363214e-23	3.1736087414790625e-25
13	2.9190008155221034e-24	3.443341769842751e-26
14	3.064013032177984e-25	3.767309703433516e-27
15	3.217795608623755e-26	4.1276459648072275e-28
16	3.373435418304484e-27	4.518715644032591e-29
17	3.529662458047865e-28	4.946460178547455e-30
18	3.7027071362229315e-29	5.4488152166029725e-31
19	3.886640484634566e-30	6.031360688516152e-32
20	4.056062438898085e-31	6.746502446456699e-33
21	4.2354962031406357e-32	7.639768134137377e-34
22	4.4282558461037976e-33	8.801595819751799e-35
23	4.649328985081771e-34	1.0204440534520802e-35
24	4.887684549548722e-35	1.2013576390484437e-36
25	5.155803150496884e-36	1.437968727646841e-37
26	5.463493234533196e-37	1.720478843052273e-38
27	5.802805883861722e-38	2.0633741191362396e-39
28	6.137860684032316e-39	2.4639817255866496e-40
29	6.5103719736560075e-40	2.9279449120735916e-41
30	6.85507116872316e-41	3.50582073594628e-42
31	7.27576192688648e-42	4.281344925235994e-43
32	1.520754400419369e-42	1.0349223105611129e-43
