	Correlator	Error
0	1.8938128081769247e-12	2.8045239224455003e-14
1	3.387562148584484e-11	3.676857603697498e-13
2	9.80113869036617e-12	1.0103328589761593e-13
3	3.898781541119415e-12	3.9619735576406864e-14
4	1.5401787467711811e-12	1.5734125071290113e-14
5	6.198962493850992e-13	6.368786946469087e-15
6	2.5068931097195454e-13	2.6064658250684537e-15
7	1.0186521302481268e-13	1.0748496687871224e-15
8	4.1540149805105e-14	4.450368313727419e-16
9	1.6986482460892427e-14	1.8445135085082045e-16
10	6.959743621453046e-15	7.6796170337092e-17
11	2.8517275349753922e-15	3.2144883101192695e-17
12	1.168406086810582e-15	1.3430159736677118e-17
13	4.793115221878821e-16	5.6546940836747615e-18
14	1.968724065008044e-16	2.3993060790324417e-18
15	8.107312808601757e-17	1.0216219113755757e-18
16	3.3373046905610115e-17	4.3568299413197e-19
17	1.3743627216012372e-17	1.8623012454229704e-19
18	5.658976565859209e-18	7.987981258994296e-20
19	2.3290574103176324e-18	3.4315062119954e-20
20	9.568543331161047e-19	1.466357588167829e-20
21	3.928878156994288e-19	6.284645246462745e-21
22	1.614603555734368e-19	2.7128756724151765e-21
23	6.653010129411133e-20	1.1769456309145424e-21
24	2.7413516510561534e-20	5.114603485322654e-22
25	1.1300069557759925e-20	2.222006084543686e-22
26	4.663428793077902e-21	9.726609880309003e-23
27	1.919994179781068e-21	4.3130743227372733e-23
28	7.921317666139494e-22	1.9283830130072964e-23
29	3.270478679293924e-22	8.593989326239076e-24
30	1.370609602717287e-22	3.90361445288621e-24
31	6.346498668702448e-23	2.0111060565290612e-24
32	4.458353177468633e-23	1.5171732114787771e-24
