	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	3.0519561583579936e-11	1.2161594823202975e-11	0.8936413446314935	1.0586262797579218	0.16498493512642828	0.10365200558154351	23	10
