	A0_old	DeltaA0_old	A1_old	DeltaA1_old	A0_new	DeltaA0_new	A1_new	DeltaA1_new	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	1.5792315616583395e-11	3.137416071544835e-13	-4.3746778957463094e-12	2.3431231945848706e-12	0.006150724891502188	0.0001616276652271128	0.024407777488837507	0.006033601600966457	2.255415713399502	0.001359705030467273	2.6080817254545887	0.03588700716844365	0.3526660120550867	0.0358280141511735	26	9
