	Correlator	Error
0	1.8113566991472392e-12	2.713966915387551e-14
1	3.253996920131308e-11	3.5680253121518854e-13
2	9.552280228541865e-12	9.967275450972066e-14
3	3.856532477174757e-12	3.969685793548873e-14
4	1.5536988645836315e-12	1.6089846747714028e-14
5	6.393615393525428e-13	6.656982194030161e-15
6	2.649652637260339e-13	2.793995423757127e-15
7	1.1052317499550493e-13	1.1836652280003077e-15
8	4.633385764640547e-14	5.046554414319288e-16
9	1.949903271123206e-14	2.1553864086010998e-16
10	8.228805351338978e-15	9.25648131482161e-17
11	3.475670958595067e-15	4.005823916461482e-17
12	1.4680773680430965e-15	1.7288022268037267e-17
13	6.208979785627019e-16	7.522670664457473e-18
14	2.6301048166801145e-16	3.3006729596312582e-18
15	1.1179030371297928e-16	1.4544471443214313e-18
16	4.7502758091799745e-17	6.428418559269711e-19
17	2.0198431305267567e-17	2.8477689866609066e-19
18	8.584883098962072e-18	1.2662925003087207e-19
19	3.645382180699496e-18	5.64096791883423e-20
20	1.5452215587382444e-18	2.496099673591817e-20
21	6.544329176147158e-19	1.1062860821175978e-20
22	2.775737198191235e-19	4.952326724885171e-21
23	1.1806177519362832e-19	2.2293996087985247e-21
24	5.0190791386149795e-20	1.0101787060729536e-21
25	2.1362244966308847e-20	4.588490529687271e-22
26	9.113126913924882e-21	2.1037447147622603e-22
27	3.879380510904345e-21	9.796924555924159e-23
28	1.6573589799359138e-21	4.61922538749964e-23
29	7.115822980998406e-22	2.165778872408658e-23
30	3.1134411165855754e-22	1.0414316171260613e-23
31	1.5059723295836345e-22	5.74696040729702e-24
32	1.0845888558116397e-22	4.5170737419269415e-24
