	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	3.991470122099777e-11	-5.539887955030471e-05	0.9540022839280433	27.9836803329	27.029678048971956	0.001126165534788817	23	10
