	Correlator	Error
0	1.3022549214100055e-12	2.0224310326728067e-14
1	2.5481678159439236e-11	2.8664852294747294e-13
2	6.319838200211727e-12	6.82997473297025e-14
3	2.2167253665970063e-12	2.370496950837856e-14
4	7.807788305899217e-13	8.431008135966546e-15
5	2.8263861442790017e-13	3.0646458710435077e-15
6	1.0350876939290611e-13	1.1393521031699654e-15
7	3.8314340656474e-14	4.3064667637359203e-16
8	1.4298157034648683e-14	1.6455249899934185e-16
9	5.3694760664263044e-15	6.318754194627353e-17
10	2.0257970405689364e-15	2.450254051413007e-17
11	7.669289999303336e-16	9.639746078345422e-18
12	2.9064528848062536e-16	3.789717807271964e-18
13	1.10290619991987e-16	1.5106882594193828e-18
14	4.1913235452456906e-17	6.101529196548458e-19
15	1.603006325436125e-17	2.4722161255444137e-19
16	6.127154849320013e-18	1.0117946167866175e-19
17	2.3423346273681655e-18	4.1441090987569426e-20
18	8.941242007001888e-19	1.7133076404472342e-20
19	3.402793085255508e-19	7.081874187851516e-21
20	1.2952211606654829e-19	2.9277569075365894e-21
21	4.9129085327064085e-20	1.2324471014090684e-21
22	1.8617912567104223e-20	5.285877300427464e-22
23	7.104100134148727e-21	2.2804810501687597e-22
24	2.683285575206879e-21	1.0047277317063758e-22
25	1.0185857319616699e-21	4.43454406521869e-23
26	3.9023401578773644e-22	1.95576470411574e-23
27	1.4906275876744443e-22	8.602913152200996e-24
28	5.677172599002604e-23	3.8389854350796036e-24
29	2.196673955682499e-23	1.7433764514521932e-24
30	8.689825885725363e-24	8.311806188591348e-25
31	3.6100998895436684e-24	4.642588889216192e-25
32	2.3316182046513053e-24	3.755698660512412e-25
