	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	5.1301286781956534e-11	1.1788729083335129e-05	0.9153948667878189	6.380674333130441	5.465279466342622	0.0008907606661784591	23	10
