A0_old,A1_old,A0_new,A1_new,m0,m1,dm
3.092000626174709e-11,2.3707337127875123e-11,9.695457033931888e-20,1.154759861812477e-19,0.8934112889941351,1.1638953906784382,0.27048410168430315
3.09231741030838e-11,2.3672694002305283e-11,9.698395665125275e-20,1.1504429838384522e-19,0.8933766671136234,1.1624243548686124,0.2690476877549891
3.092537955364982e-11,2.363100446758539e-11,9.695475570177582e-20,1.1509128748233346e-19,0.8934061016107393,1.1625402854057905,0.2691341837950511
3.0919262406050215e-11,2.367753756104367e-11,9.694275926857114e-20,1.1543282889404796e-19,0.893481848065621,1.1641228618738944,0.27064101380827343
3.092155859453044e-11,2.356065024234433e-11,9.692295841158296e-20,1.1504177046694837e-19,0.893357870566733,1.1616926825889407,0.2683348120222077
3.0920731409976597e-11,2.3711255748154684e-11,9.695906013050647e-20,1.153354775353826e-19,0.8933689845715121,1.162758726622016,0.269389742050504
3.091447546955012e-11,2.3741818344225838e-11,9.696646371779128e-20,1.1553264209914263e-19,0.8933147811393113,1.163466591897961,0.27015181075864975
3.0921902058995963e-11,2.372043663975118e-11,9.696139231781222e-20,1.15363171508819e-19,0.893341687764436,1.162799105430449,0.26945741766601305
3.091749356206611e-11,2.3751732811995512e-11,9.697782827486185e-20,1.1524899866968421e-19,0.8933557551877025,1.1626646178885054,0.2693088627008029
3.092370999328073e-11,2.3708958545373863e-11,9.695435440254895e-20,1.153494063718413e-19,0.8933641874500367,1.1628383985760014,0.2694742111259647
3.0924442216781324e-11,2.3695115684435008e-11,9.692777440613438e-20,1.1567789961698917e-19,0.8934182714711969,1.1631770698878563,0.2697587984166594
3.092291524761679e-11,2.3697918519006733e-11,9.695292674707357e-20,1.152887392859882e-19,0.893366668597999,1.1629162418018648,0.26954957320386597
3.0928055635181625e-11,2.3651317899744487e-11,9.694793797672534e-20,1.1519143605308739e-19,0.8934544607556562,1.1626470641539608,0.2691926033983046
3.0920575714045024e-11,2.371391882193905e-11,9.695529558657089e-20,1.1528392419743188e-19,0.8934045853476271,1.1633433219227753,0.2699387365751481
3.0921926628689166e-11,2.3668843969292256e-11,9.695714282923089e-20,1.1535029006914489e-19,0.8933603826330667,1.1629145739882034,0.2695541913551366
