	EffectiveMass	Error
0	0.0	
1	1.2737717941572375	0.00147084232826045
2	0.9205349187975556	0.001247736935019082
3	0.9322409713117255	0.0010654644330107042
4	0.9110241322125779	0.001080193084879056
5	0.9062727687800063	0.0010321718514458883
6	0.9012715601729618	0.0009603840923618825
7	0.8975386602206192	0.0010101021000062896
8	0.8946378363043885	0.0010506659276397303
9	0.8922868543365525	0.0010724421430033106
10	0.8922041991576568	0.0011801008970935547
11	0.8925346085923945	0.0011883168112100774
12	0.8912980936261897	0.0012479436801919744
13	0.8903211549615841	0.0013711818773571398
14	0.8871228648405249	0.0014019880330433372
15	0.8876906309269318	0.0014488011694606489
16	0.8871409176469149	0.001626772082724034
17	0.8872408954269504	0.0017485579885631447
18	0.8874149486774064	0.0018608276363175113
19	0.8894542047609937	0.001970455819986324
20	0.8903020229165496	0.0020915788587451004
21	0.8898053829131561	0.002353118943746946
22	0.8866024483089076	0.002711340567626802
23	0.8866982707415173	0.0027248050547252975
24	0.8864667860191248	0.002998971568038581
25	0.884571635492289	0.0032436067691614984
26	0.887853490861752	0.0037443845031481667
27	0.885499155176093	0.004168127625390283
28	0.8877076477348947	0.004464652903999661
29	0.8916802283563834	0.005063482144173084
30	0.8980238824451408	0.006103038256677526
