	A0_old	DeltaA0_old	A1_old	DeltaA1_old	A0_new	DeltaA0_new	A1_new	DeltaA1_new	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	4.831093571144077e-11	4.261080319913122e-13	1.887568580808331e-11	1.7923013390741038e-12	2.230232140137457e-19	1.7597045180751395e-21	2.718869440851479e-20	6.779502172406884e-21	0.8356553041611507	0.0008746028898624005	1.184212952949432	0.034354485213632546	0.34855764878828127	0.03397006827952492	26	5
