	Value	Error	pval
0	2.253303062434434	0.0009556086619025	0.7608424906845158
1	0.9115453849790676	0.0005587903350676	0.7608424906845158
2	0.9298403848051392	0.0005759213917844	0.7608424906845158
3	0.9468019318046196	0.0006125728656423	0.7608424906845158
4	0.9636483439079744	0.0007147259014277	0.7608424906845158
5	0.9791951953752954	0.0008046478307034	0.7608424906845158
6	0.9963727708939214	0.0010247728108618	0.7608424906845158
7	0.6371114682854132	0.0205875555752182	0.7608424906845158
8	0.6254061281006194	0.0214184526196461	0.7608424906845158
9	0.6084404470430176	0.0233984306437707	0.7608424906845158
10	0.5638864357390174	0.028094279497258	0.7608424906845158
11	0.5693729763270512	0.0271473548784204	0.7608424906845158
