	Value	Error	pval
0	3.0067018032074087	0.0023469305374049	0.2788059915927235
1	0.9845890235900908	0.0015744973962911	0.4477061191208763
2	1.0146899795532258	0.0019524509561145	0.6355566756442455
3	1.0429997920990026	0.002625307112509	0.6167219589085731
4	1.0688978290557898	0.0036818923330609	0.3800061577046856
5	1.0954471588134802	0.0055419778380372	0.9495723773204348
6	1.1199399280548132	0.006822242163547	0.6350113995496685
7	0.5153340911865248	0.0106970474968952	0.707567607295055
8	0.4886323547363296	0.0122705973278453	0.3538567014394522
9	0.4673873615264906	0.0165649806284503	0.2604242079325272
10	0.4899606990814223	0.0229244602928914	0.2444021190188225
11	0.4633836460113538	0.0260766644053951	0.1169826706651616
12	0.1823881816864016	0.0032419874976429	0.6168414825639067
13	0.1717196559906008	0.0038228445204467	0.6168414825639067
14	0.1643814945220949	0.0051071242691476	0.6168414825639067
15	0.1600939464569093	0.0087280827648481	0.6168414825639067
16	0.1612454700469972	0.0083667226072898	0.6168414825639067
17	0.290119066238404	0.0043886245304677	0.6125822983222367
18	0.2758670425415045	0.0049395258112496	0.4809708027640428
19	0.2679468250274663	0.0064412396523662	0.4809708027640428
20	0.2651544952392583	0.0123798828169582	0.4809708027640428
21	0.2766941642761237	0.0150695947696292	0.4809708027640428
