	Value	Error	pval
0	1.9247597217559889	0.0014149872301915	0.9448856390436624
1	0.770660953521731	0.0010384927036011	0.815284072341137
2	0.7810484123230006	0.0011536114611653	0.8040799290813395
3	0.7912967300415066	0.0012891104922388	0.7911783709446463
4	0.8014021301269558	0.0014503363103028	0.7772927674047826
5	0.8108946418762233	0.0016232581341761	0.622617029567782
6	0.8206757354736354	0.0018313240199895	0.6715731393107728
7	0.7823240566253689	0.0126132609124616	0.7666944813161878
8	0.7605712795257593	0.0137384855815217	0.9264269739643474
9	0.738154220581057	0.015520925997867	0.9874107230155316
10	0.7330866527557396	0.018971522525135	0.7892572641369655
11	0.7075592994689963	0.0215246946328503	0.991310486847964
12	0.3276147174835213	0.0046028893911142	0.0406961919155715
13	0.31776822090149	0.0048181227664899	0.0406961919155715
14	0.3082616615295417	0.0054069406069945	0.0406961919155715
15	0.3053994369506843	0.0078994799737257	0.0406961919155715
16	0.294865159988404	0.0077709482488778	0.0406961919155715
17	0.4787039470672621	0.0059515341056364	0.0180694910716038
18	0.4687603282928479	0.0060879286581038	0.060130299884611
19	0.4585560607910169	0.0066813342448529	0.060130299884611
20	0.4439001846313489	0.0096031408173627	0.060130299884611
21	0.4335808753967297	0.0112660941992261	0.060130299884611
