	Value	Error	pval
0	1.9244310313425803	0.000567521638958	1.6280946590896404e-09
1	0.7483429498784389	0.000390782013899	0.0003561941794077
2	0.7588688640336999	0.000483985790119	0.0006651948515724
3	0.7690312953278511	0.0005637860861563	0.000177837067147
4	0.7790178749074856	0.0005617134745061	3.240016294736581e-05
5	0.7883781136106468	0.0005356341857948	6.899409742278095e-05
6	0.7979645080011392	0.0007023517328282	1.1462323350031056e-05
7	2.341609935416783	0.0060753339683509	1.6280946590896404e-09
8	1.0029034855318328	0.0058988687619645	0.0003561941794077
9	1.0097530085890596	0.0052995208085095	0.0006651948515724
10	1.0140925786075827	0.0042966624495096	0.000177837067147
11	1.0223513191962497	0.0032592123042337	3.240016294736581e-05
12	1.0287749918090927	0.0030154309482637	6.899409742278095e-05
13	1.039802232197942	0.0032902693092105	1.1462323350031056e-05
14	0.4171789040742026	0.0061500582221576	1.6280946590896404e-09
15	0.2545605356533939	0.0058207030871111	0.0003561941794077
16	0.2508841445553595	0.0052059110754344	0.0006651948515724
17	0.2450612832797316	0.0041836611382295	0.000177837067147
18	0.243333444288764	0.0032116094239007	3.240016294736581e-05
19	0.2403968781984459	0.0029224107132516	6.899409742278095e-05
20	0.241837724196803	0.003037194995755	1.1462323350031056e-05
