	Value	Error	pval
0	2.253302398531134	0.0007886287104301	1.2520429137907739e-11
1	0.90780570065437	0.0006603866234653	0.1642652366138237
2	0.927173260532722	0.0007655501263689	0.3010415896430916
3	0.9454454077024635	0.000862345804754	0.4715397243772689
4	0.9634136494244998	0.0010467182343589	0.6298923501854847
5	0.9805734885881822	0.001208959692008	0.4665922431836151
6	0.9981173822826214	0.0013351397580282	0.6344761286663541
7	2.770276131488348	0.0061475122289035	1.2520429137907739e-11
8	1.1698289648480569	0.0177955607494851	0.1642652366138237
9	1.2224781973700498	0.0176416014128788	0.3010415896430916
10	1.2381504505171987	0.0146304912351909	0.4715397243772689
11	1.2575606229686334	0.0139103314862462	0.6298923501854847
12	1.2677002931578434	0.0123240841021016	0.4665922431836151
13	1.2940310233133374	0.011772616622751	0.6344761286663541
14	0.5169737329572138	0.0061119154854126	1.2520429137907739e-11
15	0.2620232641936869	0.0176452965237384	0.1642652366138237
16	0.2953049368373279	0.0173977584360044	0.3010415896430916
17	0.292705042814735	0.0143775379479074	0.4715397243772689
18	0.2941469735441335	0.0135601198712991	0.6298923501854847
19	0.2871268045696613	0.0119653452747162	0.4665922431836151
20	0.295913641030716	0.0114464615549992	0.6344761286663541
