	Value	Error	pval
0	3.0069502709532503	0.0010004106566485	0.2572294426767691
1	1.102260373452543	0.0012036269026151	0.7304134629179326
2	1.126366275858775	0.0011502863929006	0.8556403589714139
3	1.149978802843447	0.0014237940557534	0.7528991802401793
4	1.173907698933952	0.0017640420003305	0.6760979562123454
5	1.1930505366781785	0.0021313401138355	0.3991055675148285
6	1.2163546621668182	0.0025501005991743	0.6309434873307498
7	3.5090274447825016	0.009501217506422	0.2572294426767691
8	1.4326548693277732	0.0749585019969788	0.7304134629179326
9	1.4198550270343822	0.0357077040219892	0.8556403589714139
10	1.4268991537931544	0.025951138642929	0.7528991802401793
11	1.461430528852552	0.0261673474385981	0.6760979562123454
12	1.4600416503225386	0.0201779612955566	0.3991055675148285
13	1.496639937467826	0.0207038361038874	0.6309434873307498
14	0.5020771738292514	0.0095313661680325	0.2572294426767691
15	0.3303944958752305	0.0741714208371188	0.7304134629179326
16	0.2934887511756072	0.0352130083857604	0.8556403589714139
17	0.2769203509497073	0.0254337507653738	0.7528991802401793
18	0.2875228299185998	0.0253314736625693	0.6760979562123454
19	0.2669911136443602	0.0192490120937356	0.3991055675148285
20	0.2802852753010076	0.019486535055904	0.6309434873307498

