	Value	Error	pval
0	2.253303062434434	0.0009556086619025	0.6168013748619343
1	0.8333263842127875	0.0004773473551198	0.6168013748619343
2	0.8540444595931175	0.0005535013214335	0.6168013748619343
3	0.8736140557704508	0.0006508946990902	0.6168013748619343
4	0.8926451726023438	0.0007046754413819	0.6168013748619343
5	0.9105193681699534	0.0008776409462107	0.6168013748619343
6	0.9287800379025616	0.0009463507572894	0.6168013748619343
7	0.6718162457351977	0.0210669219655038	0.6168013748619343
8	0.656698099345422	0.0220538386413921	0.6168013748619343
9	0.6368302162598164	0.0241172968677803	0.6168013748619343
10	0.5864816314999857	0.0296791115337094	0.6168013748619343
11	0.5967515081857017	0.0290983752013875	0.6168013748619343
