	Value	Error	pval
0	2.250989017486581	0.0019979818427248	0.876435921772621
1	0.9108168125152616	0.0011633944578851	0.7040891353053111
2	0.9294001770019562	0.0013479083209588	0.6783683589533074
3	0.947656717300418	0.0016815743328737	0.6891492133785633
4	0.9657529067993196	0.0022333529038292	0.675059969900135
5	0.9842465019226104	0.0032973145114034	0.8610830463980235
6	1.0023511409759556	0.0042522535748597	0.4796248084154336
7	0.6598799037933369	0.0206501548250168	0.8049239842085648
8	0.6384681320190451	0.0221978351186525	0.5591326850696905
9	0.6236615753173846	0.0257080444128693	0.2608223962926538
10	0.6031751060485859	0.0331599018422455	0.5500786619282445
11	0.5828795814514176	0.0349043853675283	0.4715333739968257
12	0.2803144073486335	0.0084476352038273	0.874603764096316
13	0.2657634162902837	0.0088953918370739	0.874603764096316
14	0.2500054264068608	0.0098946693514135	0.874603764096316
15	0.2604449081420904	0.0144248440371483	0.874603764096316
16	0.2324729537963872	0.0137834015805813	0.874603764096316
17	0.4093732833862316	0.0115552548711726	0.8870919205725606
18	0.3935148429870615	0.0119227847215417	0.8830297372535983
19	0.3768998432159433	0.0129197895915003	0.8830297372535983
20	0.3482452106475838	0.0196234440510341	0.8830297372535983
21	0.3274042320251473	0.0219617652265826	0.8830297372535983
