	Value	Error	pval
0	2.257957715988168	0.0028464846788824	0.6286703429163742
1	0.9135513973236112	0.0016063088082589	0.7930291576165212
2	0.9326278686523466	0.0018772687073523	0.6357217941336216
3	0.9508299732208284	0.0023376036702862	0.6506937679286879
4	0.9682573699951202	0.0030960325563208	0.6204113301816335
5	0.9883459949493438	0.0044032196727702	0.7080380066046275
6	1.0031419944763216	0.0055005889828013	0.6390581501074556
7	0.6989151668548608	0.0162486267800345	0.547088540160367
8	0.675229015350344	0.018650841196147	0.4689422227237825
9	0.6597330284118672	0.0253395026491888	0.3709828286533252
10	0.5900902080535906	0.03502219787662	0.7339624217220807
11	0.5724520969390887	0.0402100284742015	0.1802292285707897
12	0.2989350128173835	0.0062437318674016	0.5994929358402491
13	0.282951564788819	0.0070920365947706	0.5994929358402491
14	0.2695627021789556	0.0092986392258492	0.5994929358402491
15	0.279849462509156	0.0153221980809958	0.5994929358402491
16	0.244318237304688	0.0160945105870285	0.5994929358402491
17	0.4361649036407482	0.0080397133095415	0.461435008767267
18	0.4204021072387707	0.0084667909987705	0.4881490297502048
19	0.404463167190553	0.0103415187113726	0.4881490297502048
20	0.3608657741546641	0.0204846198470822	0.4881490297502048
21	0.3498963260650642	0.0256743695034437	0.4881490297502048
