	Value	Error	pval
0	3.0085610001408263	0.001064535594631	1.7326247814364315e-05
1	1.1088195398520275	0.0010958804173693	1.7326247814364315e-05
2	1.1327004974328505	0.0012108715311237	1.7326247814364315e-05
3	1.155553277190967	0.0014275227583083	1.7326247814364315e-05
4	1.1781451946992516	0.0018142245327489	1.7326247814364315e-05
5	1.1976163915583111	0.0023646466082983	1.7326247814364315e-05
6	1.2187110606082918	0.0027245631916386	1.7326247814364315e-05
7	0.4854883098764703	0.0265163939025294	1.7326247814364315e-05
8	0.4906556495542637	0.0244286998892624	1.7326247814364315e-05
9	0.4818257759613626	0.0271119875820698	1.7326247814364315e-05
10	0.4713323228182345	0.0297606785186501	1.7326247814364315e-05
11	0.4700363325133589	0.0311802545498989	1.7326247814364315e-05
