Ensemble,FF,chi2,dof,pvalue,c0,c0_err,c1,c1_err,c2,c2_err,c3,c3_err,phys_central_nsq1,phys_err_nsq1,phys_central_nsq2,phys_err_nsq2,phys_central_nsq3,phys_err_nsq3,phys_central_nsq4,phys_err_nsq4,phys_central_nsq5,phys_err_nsq5
M2,A0,1.710227587695495,6,0.9443289516551663,0.1731185914885762,0.012212057422369195,0.11985831196026565,0.0151327136391391,-0.030660171425840238,0.00453273478861023,0.020015772680665105,0.004460886934322882,0.2775329224319244,0.0077057720746018235,0.2779625445114193,0.008561758931253764,0.28019098731437564,0.009841510853916217,0.28198659840671714,0.011414290217346636,0.28733813924382995,0.013541310652319137
